protein_id	cluster_90	cluster_95	cluster_975	cluster_98	cluster_99
rgi-card@@@ARO:3003838|ID:2324|Name:gadW|NCBI:CP015085.1	L.2534	L.2534.1	L.2534.1.0	L.2534.1.0.0	L.2534.1.0.0.0
rgi-card@@@ARO:3003835|ID:2321|Name:cdeA|NCBI:AJ574887.1	L.828	L.828.0	L.828.0.0	L.828.0.0.0	L.828.0.0.0.0
rgi-card@@@ARO:3001551|ID:3481|Name:OXA-364|NCBI:JX306689.2	L.2101	L.2101.0	L.2101.0.0	L.2101.0.0.0	L.2101.0.0.0.0
rgi-card@@@ARO:3003807|ID:2306|Name:Escherichia_coli_acrR_with_mutation_conferring_multidrug_antibiotic_resistance|NCBI:U00096.3	L.2720	L.2720.0	L.2720.0.0	L.2720.0.0.0	L.2720.0.0.0.0
rgi-card@@@ARO:3003596|ID:3510|Name:OXA-440|NCBI:KP727574.1	L.1802	L.1802.0	L.1802.0.0	L.1802.0.0.0	L.1802.0.0.0.0
rgi-card@@@ARO:3003635|ID:3540|Name:OXA-478|NCBI:KR182171.1	L.2217	L.2217.0	L.2217.0.2	L.2217.0.2.0	L.2217.0.2.0.0
rgi-card@@@ARO:3004784|ID:3583|Name:FAR-1|NCBI:AF024601.1	L.1564	L.1564.0	L.1564.0.0	L.1564.0.0.0	L.1564.0.0.0.0
rgi-card@@@ARO:3004844|ID:3640|Name:LEN-41|NCBI:MK161461.1	L.1636	L.1636.0	L.1636.0.5	L.1636.0.5.0	L.1636.0.5.0.0
rgi-card@@@ARO:3003204|ID:2326|Name:TLA-3|NCBI:AP014611.1	L.1534	L.1534.1	L.1534.1.0	L.1534.1.0.0	L.1534.1.0.0.0
rgi-card@@@ARO:3004620|ID:3318|Name:ADC-60|NCBI:JQ692087.1	L.1058	L.1058.0	L.1058.0.5	L.1058.0.5.0	L.1058.0.5.0.5
rgi-card@@@ARO:3002191|ID:2329|Name:MOX-9|NCBI:KJ746495.1	L.1193	L.1193.0	L.1193.0.0	L.1193.0.0.0	L.1193.0.0.0.0
rgi-card@@@ARO:3003200|ID:3319|Name:AAC(6')-Ian|NCBI:AP014611.1	L.2871	L.2871.0	L.2871.0.0	L.2871.0.0.0	L.2871.0.0.0.0
rgi-card@@@ARO:3004797|ID:3592|Name:FRI-1|NCBI:KT192551.1	L.1791	L.1791.0	L.1791.0.0	L.1791.0.0.0	L.1791.0.0.0.0
rgi-card@@@ARO:3003841|ID:2331|Name:kdpE|NCBI:U00096.3	L.2645	L.2645.0	L.2645.0.0	L.2645.0.0.0	L.2645.0.0.0.0
rgi-card@@@ARO:3002474|ID:2333|Name:LEN-26|NCBI:JX124390.1	L.1636	L.1636.0	L.1636.0.1	L.1636.0.1.0	L.1636.0.1.0.0
rgi-card@@@ARO:3003848|ID:2335|Name:ADC-2|NCBI:AY177427.1	L.1058	L.1058.0	L.1058.0.2	L.1058.0.2.0	L.1058.0.2.0.1
rgi-card@@@ARO:3004623|ID:3322|Name:AAC(3)-IId|NCBI:EU022314.1	L.1684	L.1684.0	L.1684.0.2	L.1684.0.2.0	L.1684.0.2.0.0
rgi-card@@@ARO:3004626|ID:3324|Name:Erm(49)|NCBI:MWVR01000009.1	L.1642	L.1642.0	L.1642.0.0	L.1642.0.0.0	L.1642.0.0.0.0
rgi-card@@@ARO:3006357|ID:4253|Name:ADC-188|NCBI:NG_064711.1	L.1058	L.1058.0	L.1058.0.5	L.1058.0.5.3	L.1058.0.5.3.1
rgi-card@@@ARO:3003842|ID:2328|Name:MUS-2|NCBI:KP658209.1	L.2493	L.2493.0	L.2493.0.0	L.2493.0.0.0	L.2493.0.0.0.1
rgi-card@@@ARO:3004629|ID:3328|Name:AAC(6')-Im|NCBI:AF337947.1	L.2967	L.2967.0	L.2967.0.0	L.2967.0.0.0	L.2967.0.0.0.0
rgi-card@@@ARO:3004633|ID:3332|Name:ADC-67|NCBI:JX169789.1	L.1058	L.1058.0	L.1058.0.5	L.1058.0.5.0	L.1058.0.5.0.5
rgi-card@@@ARO:3004634|ID:3333|Name:ADC-73|NCBI:KP881233.1	L.1058	L.1058.0	L.1058.0.5	L.1058.0.5.3	L.1058.0.5.3.1
rgi-card@@@ARO:3004635|ID:3334|Name:AAC(6')-Il|NCBI:U13880.2	L.3176	L.3176.0	L.3176.0.0	L.3176.0.0.0	L.3176.0.0.0.0
rgi-card@@@ARO:3004636|ID:3335|Name:qnrE1|NCBI:KY073238.1	L.2723	L.2723.0	L.2723.0.0	L.2723.0.0.0	L.2723.0.0.0.0
rgi-card@@@ARO:3004637|ID:3336|Name:qnrE2|NCBI:CP018961.1	L.2723	L.2723.0	L.2723.0.0	L.2723.0.0.0	L.2723.0.0.0.0
rgi-card@@@ARO:3004639|ID:3337|Name:Corynebacterium_striatum_tetA|NCBI:NC_004939.1	L.576	L.576.0	L.576.0.0	L.576.0.0.0	L.576.0.0.0.0
rgi-card@@@ARO:3004640|ID:3339|Name:dfrA15b|NCBI:AJ867237.1	L.3123	L.3123.0	L.3123.0.0	L.3123.0.0.0	L.3123.0.0.0.0
rgi-card@@@ARO:3004643|ID:3341|Name:Erm(K)|NCBI:NG_047831.1	L.1970	L.1970.0	L.1970.0.0	L.1970.0.0.0	L.1970.0.0.0.0
rgi-card@@@ARO:3004644|ID:3343|Name:dfrA6_from_Proteus_mirabilis|NCBI:Z86002.1	L.3124	L.3124.0	L.3124.0.0	L.3124.0.0.0	L.3124.0.0.0.0
rgi-card@@@ARO:3004645|ID:3344|Name:dfrI|NCBI:CP000602.1	L.2867	L.2867.0	L.2867.0.0	L.2867.0.0.0	L.2867.0.0.0.0
rgi-card@@@ARO:3004647|ID:3346|Name:AQU-2|NCBI:KF730243.1	L.1197	L.1197.1	L.1197.1.1	L.1197.1.1.0	L.1197.1.1.0.0
rgi-card@@@ARO:3004649|ID:3348|Name:cfr(B)|NCBI:HG002396.1	L.1365	L.1365.0	L.1365.0.0	L.1365.0.0.0	L.1365.0.0.0.0
rgi-card@@@ARO:3000818|ID:1670|Name:nalC|NCBI:AE004091.2	L.2732	L.2732.0	L.2732.0.0	L.2732.0.0.0	L.2732.0.0.0.0
rgi-card@@@ARO:3003847|ID:2334|Name:ADC-1|NCBI:AJ009979.1	L.1058	L.1058.0	L.1058.0.5	L.1058.0.5.0	L.1058.0.5.0.3
rgi-card@@@ARO:3003849|ID:2336|Name:ADC-3|NCBI:AY178995.1	L.1058	L.1058.0	L.1058.0.2	L.1058.0.2.0	L.1058.0.2.0.3
rgi-card@@@ARO:3003850|ID:2337|Name:ADC-4|NCBI:AY178996.1	L.1058	L.1058.0	L.1058.0.2	L.1058.0.2.0	L.1058.0.2.0.1
rgi-card@@@ARO:3003852|ID:2339|Name:ADC-6|NCBI:MG601730.1	L.1058	L.1058.0	L.1058.0.0	L.1058.0.0.9	L.1058.0.0.9.0
rgi-card@@@ARO:3003853|ID:2340|Name:ADC-7|NCBI:AY648950.1	L.1058	L.1058.0	L.1058.0.4	L.1058.0.4.1	L.1058.0.4.1.1
rgi-card@@@ARO:3003854|ID:2341|Name:ADC-8|NCBI:AM293332.3	L.1047	L.1047.0	L.1047.0.0	L.1047.0.0.0	L.1047.0.0.0.0
rgi-card@@@ARO:3003851|ID:2338|Name:ADC-5|NCBI:AJ575184.1	L.1058	L.1058.0	L.1058.0.4	L.1058.0.4.0	L.1058.0.4.0.0
rgi-card@@@ARO:3003856|ID:2342|Name:ADC-12|NCBI:AM283529.1	L.1058	L.1058.1	L.1058.1.8	L.1058.1.8.0	L.1058.1.8.0.0
rgi-card@@@ARO:3006330|ID:4226|Name:ADC-156|NCBI:NG_055286.1	L.1058	L.1058.0	L.1058.0.2	L.1058.0.2.0	L.1058.0.2.0.2
rgi-card@@@ARO:3004625|ID:3325|Name:QnrS12|NCBI:MKQI01000097.1	L.2666	L.2666.0	L.2666.0.1	L.2666.0.1.0	L.2666.0.1.0.0
rgi-card@@@ARO:3003905|ID:2383|Name:ANT(4')-Ib|NCBI:EF540343.1	L.2404	L.2404.0	L.2404.0.0	L.2404.0.0.0	L.2404.0.0.0.0
rgi-card@@@ARO:3004632|ID:3331|Name:ADC-62|NCBI:JQ867374.1	L.1058	L.1058.0	L.1058.0.5	L.1058.0.5.0	L.1058.0.5.0.5
rgi-card@@@ARO:3003908|ID:2387|Name:Erm(47)|NCBI:KU612222.1	L.2498	L.2498.0	L.2498.0.0	L.2498.0.0.0	L.2498.0.0.0.0
rgi-card@@@ARO:3004642|ID:3342|Name:dfrA3b|NCBI:AY162283.2	L.3098	L.3098.0	L.3098.0.0	L.3098.0.0.0	L.3098.0.0.0.0
rgi-card@@@ARO:3004648|ID:3347|Name:AQU-3|NCBI:KF730244.1	L.1197	L.1197.0	L.1197.0.0	L.1197.0.0.0	L.1197.0.0.0.0
rgi-card@@@ARO:3002473|ID:3622|Name:LEN-17|NCBI:DQ149134.1	L.1636	L.1636.0	L.1636.0.4	L.1636.0.4.1	L.1636.0.4.1.0
rgi-card@@@ARO:3001555|ID:2396|Name:OXA-368|NCBI:KT736121.1	L.2093	L.2093.0	L.2093.0.0	L.2093.0.0.0	L.2093.0.0.0.2
rgi-card@@@ARO:3003158|ID:2398|Name:TEM-220|NCBI:KM998962.1	L.1591	L.1591.1	L.1591.1.0	L.1591.1.0.0	L.1591.1.0.0.13
rgi-card@@@ARO:3003922|ID:2399|Name:oqxA|NCBI:EU370913.1	L.1102	L.1102.0	L.1102.0.0	L.1102.0.0.0	L.1102.0.0.0.0
rgi-card@@@ARO:3003923|ID:2400|Name:oqxB|NCBI:EU370913.1	L.108	L.108.0	L.108.0.0	L.108.0.0.0	L.108.0.0.0.0
rgi-card@@@ARO:3004692|ID:3398|Name:aadA10|NCBI:U37105.2	L.2013	L.2013.0	L.2013.0.1	L.2013.0.1.0	L.2013.0.1.0.0
rgi-card@@@ARO:3001746|ID:3454|Name:OXA-291|NCBI:APRL01000010.1	L.2051	L.2051.1	L.2051.1.1	L.2051.1.1.0	L.2051.1.1.0.1
rgi-card@@@ARO:3003918|ID:2395|Name:apmA|NCBI:FN806789.3	L.2130	L.2130.0	L.2130.0.0	L.2130.0.0.0	L.2130.0.0.0.0
rgi-card@@@ARO:3003942|ID:2416|Name:abcA|NCBI:XM_748018.1	L.18	L.18.0	L.18.0.0	L.18.0.0.0	L.18.0.0.0.0
rgi-card@@@ARO:3001558|ID:3482|Name:OXA-372|NCBI:KJ746496.1	L.2393	L.2393.0	L.2393.0.0	L.2393.0.0.0	L.2393.0.0.0.0
rgi-card@@@ARO:3003907|ID:2386|Name:cipA|NCBI:CP001793.1	L.1379	L.1379.0	L.1379.0.0	L.1379.0.0.0	L.1379.0.0.0.0
rgi-card@@@ARO:3003597|ID:3511|Name:OXA-441|NCBI:JX865394.1	L.1971	L.1971.0	L.1971.0.7	L.1971.0.7.0	L.1971.0.7.0.1
rgi-card@@@ARO:3003636|ID:3541|Name:OXA-479|NCBI:KR182172.1	L.2217	L.2217.0	L.2217.0.0	L.2217.0.0.0	L.2217.0.0.0.0
rgi-card@@@ARO:3004786|ID:3584|Name:FIM-1|NCBI:JX570731.1	L.2335	L.2335.0	L.2335.0.0	L.2335.0.0.0	L.2335.0.0.0.0
rgi-card@@@ARO:3004788|ID:3585|Name:FONA-1|NCBI:AJ251239.1	L.1763	L.1763.0	L.1763.0.0	L.1763.0.0.2	L.1763.0.0.2.1
rgi-card@@@ARO:3004795|ID:3591|Name:FPH-1|NCBI:CP010019.1	L.1903	L.1903.0	L.1903.0.0	L.1903.0.0.0	L.1903.0.0.0.0
rgi-card@@@ARO:3004627|ID:3326|Name:QnrS15|NCBI:MK303617.1	L.2666	L.2666.0	L.2666.0.1	L.2666.0.1.0	L.2666.0.1.0.0
rgi-card@@@ARO:3004652|ID:3351|Name:Erm(O)-lrm|NCBI:M74717.1	L.2364	L.2364.0	L.2364.0.0	L.2364.0.0.0	L.2364.0.0.0.0
rgi-card@@@ARO:3003948|ID:2421|Name:efrA|NCBI:NZ_PTWF01000025.1	L.454	L.454.0	L.454.0.0	L.454.0.0.0	L.454.0.0.0.0
rgi-card@@@ARO:3003949|ID:2422|Name:efrB|NCBI:HG970103.1	L.1320	L.1320.0	L.1320.0.0	L.1320.0.0.0	L.1320.0.0.0.0
rgi-card@@@ARO:3005283|ID:4011|Name:PDC-384|NCBI:NG_066540.1	L.991	L.991.0	L.991.0.1	L.991.0.1.2	L.991.0.1.2.0
rgi-card@@@ARO:3003950|ID:2423|Name:msbA|NCBI:U00096.3	L.441	L.441.0	L.441.0.0	L.441.0.0.0	L.441.0.0.0.0
rgi-card@@@ARO:3003953|ID:2425|Name:hmrM|NCBI:CP002276.1	L.737	L.737.0	L.737.0.0	L.737.0.0.0	L.737.0.0.0.0
rgi-card@@@ARO:3003954|ID:2426|Name:efmA|NCBI:AB467372.1	L.871	L.871.0	L.871.0.0	L.871.0.0.0	L.871.0.0.0.0
rgi-card@@@ARO:3003955|ID:2427|Name:efpA|NCBI:AL123456.3	L.551	L.551.0	L.551.0.0	L.551.0.0.0	L.551.0.0.0.0
rgi-card@@@ARO:3003961|ID:2428|Name:farA|NCBI:AE002098.2	L.1076	L.1076.0	L.1076.0.0	L.1076.0.0.1	L.1076.0.0.1.0
rgi-card@@@ARO:3003962|ID:2429|Name:farB|NCBI:AE002098.2	L.592	L.592.0	L.592.0.0	L.592.0.0.0	L.592.0.0.0.0
rgi-card@@@ARO:3004863|ID:3661|Name:NDM-20|NCBI:KY654092.1	L.2103	L.2103.0	L.2103.0.0	L.2103.0.0.0	L.2103.0.0.0.2
rgi-card@@@ARO:3003964|ID:2430|Name:hp1181|NCBI:AE000511.1	L.821	L.821.0	L.821.0.0	L.821.0.0.0	L.821.0.0.0.0
rgi-card@@@ARO:3003969|ID:2435|Name:lmrP|NCBI:CP000259.1	L.980	L.980.0	L.980.0.0	L.980.0.0.0	L.980.0.0.0.0
rgi-card@@@ARO:3006358|ID:4254|Name:ADC-189|NCBI:NG_064712.1	L.1058	L.1058.0	L.1058.0.0	L.1058.0.0.0	L.1058.0.0.0.0
rgi-card@@@ARO:3003967|ID:2433|Name:lfrA|NCBI:U40487.1	L.598	L.598.0	L.598.0.0	L.598.0.0.0	L.598.0.0.0.0
rgi-card@@@ARO:3004656|ID:3355|Name:catII_from_Escherichia_coli_K-12|NCBI:X53796.1	L.2730	L.2730.0	L.2730.0.0	L.2730.0.0.0	L.2730.0.0.0.0
rgi-card@@@ARO:3004657|ID:3357|Name:catA4|NCBI:M11587.1	L.2697	L.2697.0	L.2697.0.0	L.2697.0.0.0	L.2697.0.0.0.0
rgi-card@@@ARO:3004658|ID:3358|Name:catA8|NCBI:JQ922409.1	L.2684	L.2684.1	L.2684.1.0	L.2684.1.0.0	L.2684.1.0.0.0
rgi-card@@@ARO:3004659|ID:3359|Name:Mef(En2)|NCBI:AF251288.1	L.1005	L.1005.0	L.1005.0.0	L.1005.0.0.0	L.1005.0.0.0.0
rgi-card@@@ARO:3004660|ID:3360|Name:catB11|NCBI:CP008790.1	L.2756	L.2756.0	L.2756.0.0	L.2756.0.0.0	L.2756.0.0.0.0
rgi-card@@@ARO:3004651|ID:3361|Name:lin|NCBI:CP002003.1	L.562	L.562.0	L.562.0.0	L.562.0.0.0	L.562.0.0.0.0
rgi-card@@@ARO:3004661|ID:3362|Name:Staphylococcus_aureus_FosB|NCBI:AHLO01000073.1	L.3072	L.3072.0	L.3072.0.0	L.3072.0.0.0	L.3072.0.0.0.0
rgi-card@@@ARO:3004662|ID:3363|Name:MCR-3.3|NCBI:MF495680.1	L.523	L.523.1	L.523.1.0	L.523.1.0.0	L.523.1.0.0.1
rgi-card@@@ARO:3004663|ID:3364|Name:FusF|NCBI:CP027422.1	L.2724	L.2724.0	L.2724.0.0	L.2724.0.0.0	L.2724.0.0.0.0
rgi-card@@@ARO:3004667|ID:3367|Name:Staphylococcus_aureus_norA|NCBI:D90119.1	L.947	L.947.1	L.947.1.1	L.947.1.1.0	L.947.1.1.0.0
rgi-card@@@ARO:3004670|ID:3369|Name:FosB1|NCBI:AP006717.1	L.3301	L.3301.0	L.3301.0.0	L.3301.0.0.0	L.3301.0.0.0.0
rgi-card@@@ARO:3004671|ID:3370|Name:FosB4|NCBI:KR870311.1	L.3301	L.3301.0	L.3301.0.0	L.3301.0.0.1	L.3301.0.0.1.0
rgi-card@@@ARO:3004628|ID:3327|Name:AAC(2')-IIa|NCBI:AB669090.1	L.2358	L.2358.0	L.2358.0.0	L.2358.0.0.0	L.2358.0.0.0.0
rgi-card@@@ARO:3001751|ID:3356|Name:OXA-296|NCBI:APOH01000009.1	L.1964	L.1964.0	L.1964.0.0	L.1964.0.0.0	L.1964.0.0.0.0
rgi-card@@@ARO:3004669|ID:3368|Name:emtA|NCBI:AF403298.1	L.1409	L.1409.0	L.1409.0.0	L.1409.0.0.0	L.1409.0.0.0.0
rgi-card@@@ARO:3004672|ID:3371|Name:FosB5|NCBI:KT032253.1	L.3301	L.3301.0	L.3301.0.0	L.3301.0.0.0	L.3301.0.0.0.1
rgi-card@@@ARO:3004675|ID:3374|Name:aphA15|NCBI:Y18050.2	L.2229	L.2229.0	L.2229.0.0	L.2229.0.0.0	L.2229.0.0.0.0
rgi-card@@@ARO:3001747|ID:3455|Name:OXA-292|NCBI:APRO01000007.1	L.2051	L.2051.1	L.2051.1.0	L.2051.1.0.0	L.2051.1.0.0.0
rgi-card@@@ARO:3001559|ID:3483|Name:OXA-373|NCBI:HG931732.1	L.2110	L.2110.0	L.2110.0.1	L.2110.0.1.0	L.2110.0.1.0.0
rgi-card@@@ARO:3003598|ID:3512|Name:OXA-442|NCBI:KP844571.1	L.1971	L.1971.0	L.1971.0.7	L.1971.0.7.1	L.1971.0.7.1.1
rgi-card@@@ARO:3006238|ID:4134|Name:ACT-43|NCBI:NG_050706.1	L.925	L.925.0	L.925.0.1	L.925.0.1.0	L.925.0.1.0.0
rgi-card@@@ARO:3004693|ID:3391|Name:MCR-3.12|NCBI:MG564491.1	L.523	L.523.0	L.523.0.1	L.523.0.1.0	L.523.0.1.0.0
rgi-card@@@ARO:3004699|ID:3397|Name:sta|NCBI:M16183.1	L.2885	L.2885.0	L.2885.0.0	L.2885.0.0.0	L.2885.0.0.0.0
rgi-card@@@ARO:3004845|ID:3641|Name:LEN-42|NCBI:MK161462.1	L.1636	L.1636.0	L.1636.0.2	L.1636.0.2.0	L.1636.0.2.0.1
rgi-card@@@ARO:3001748|ID:3456|Name:OXA-293|NCBI:NG_050610.1	L.2051	L.2051.0	L.2051.0.0	L.2051.0.0.0	L.2051.0.0.0.0
rgi-card@@@ARO:3004666|ID:3366|Name:pexA|NCBI:HM537013.1	L.922	L.922.0	L.922.0.0	L.922.0.0.0	L.922.0.0.0.0
rgi-card@@@ARO:3004673|ID:3372|Name:FosB6|NCBI:KR870314.1	L.3301	L.3301.0	L.3301.0.1	L.3301.0.1.0	L.3301.0.1.0.0
rgi-card@@@ARO:3004677|ID:3376|Name:rmtD2|NCBI:HQ401565.1	L.2487	L.2487.0	L.2487.0.1	L.2487.0.1.0	L.2487.0.1.0.0
rgi-card@@@ARO:3004680|ID:3379|Name:APH(3')-VIIIa|NCBI:AF182845.2	L.2257	L.2257.0	L.2257.0.0	L.2257.0.0.0	L.2257.0.0.0.0
rgi-card@@@ARO:3003982|ID:2519|Name:LlmA_23S_ribosomal_RNA_methyltransferase|NCBI:KX531046.1	L.1919	L.1919.0	L.1919.0.0	L.1919.0.0.0	L.1919.0.0.0.0
rgi-card@@@ARO:3003983|ID:2520|Name:CatU|NCBI:KX531047.1	L.2698	L.2698.0	L.2698.0.0	L.2698.0.0.0	L.2698.0.0.0.0
rgi-card@@@ARO:3003984|ID:2521|Name:BahA|NCBI:KX531048.1	L.272	L.272.0	L.272.0.0	L.272.0.0.0	L.272.0.0.0.0
rgi-card@@@ARO:3003986|ID:2522|Name:TaeA|NCBI:KX531049.1	L.348	L.348.0	L.348.0.0	L.348.0.0.0	L.348.0.0.0.0
rgi-card@@@ARO:3003987|ID:2523|Name:VatI|NCBI:KX531050.1	L.2761	L.2761.0	L.2761.0.0	L.2761.0.0.0	L.2761.0.0.0.0
rgi-card@@@ARO:3003988|ID:2524|Name:AAC(2')-IIb|NCBI:KX531051.1	L.2547	L.2547.0	L.2547.0.0	L.2547.0.0.0	L.2547.0.0.0.0
rgi-card@@@ARO:3003989|ID:2525|Name:AAC(6')-34|NCBI:KX531053.1	L.2832	L.2832.0	L.2832.0.0	L.2832.0.0.0	L.2832.0.0.0.0
rgi-card@@@ARO:3003991|ID:2527|Name:mphI|NCBI:KX531056.1	L.1585	L.1585.0	L.1585.0.0	L.1585.0.0.0	L.1585.0.0.0.0
rgi-card@@@ARO:3003992|ID:2528|Name:rphB|NCBI:KX531052.1	L.209	L.209.0	L.209.0.0	L.209.0.0.0	L.209.0.0.0.0
rgi-card@@@ARO:3003994|ID:2529|Name:cpaA|NCBI:KX531054.1	L.3087	L.3087.0	L.3087.0.0	L.3087.0.0.0	L.3087.0.0.0.0
rgi-card@@@ARO:3004683|ID:3382|Name:aadS|NCBI:M72415.1	L.1917	L.1917.0	L.1917.0.0	L.1917.0.0.0	L.1917.0.0.0.0
rgi-card@@@ARO:3004685|ID:3384|Name:MCR-1.5|NCBI:KY283125.1	L.522	L.522.0	L.522.0.0	L.522.0.0.0	L.522.0.0.0.0
rgi-card@@@ARO:3004688|ID:3387|Name:MCR-1.11|NCBI:KY853650.2	L.522	L.522.0	L.522.0.0	L.522.0.0.0	L.522.0.0.0.0
rgi-card@@@ARO:3004682|ID:3381|Name:aadA27|NCBI:LN873256.1	L.2331	L.2331.0	L.2331.0.0	L.2331.0.0.0	L.2331.0.0.0.0
rgi-card@@@ARO:3004073|ID:2717|Name:MuxA|NCBI:AE004091.2	L.879	L.879.0	L.879.0.0	L.879.0.0.0	L.879.0.0.0.0
rgi-card@@@ARO:3003980|ID:2517|Name:tetA(58)|NCBI:KX531044.1	L.1396	L.1396.0	L.1396.0.0	L.1396.0.0.0	L.1396.0.0.0.0
rgi-card@@@ARO:3003990|ID:2526|Name:vgbC|NCBI:KX531055.1	L.1753	L.1753.0	L.1753.0.0	L.1753.0.0.0	L.1753.0.0.0.0
rgi-card@@@ARO:3004684|ID:3383|Name:MCR-9.1|NCBI:NC_021819.1	L.532	L.532.0	L.532.0.0	L.532.0.0.0	L.532.0.0.0.0
rgi-card@@@ARO:3004704|ID:3399|Name:aadA8b|NCBI:AM040708.1	L.1419	L.1419.4	L.1419.4.2	L.1419.4.2.0	L.1419.4.2.0.1
rgi-card@@@ARO:3004715|ID:3400|Name:vga(E)_Staphylococcus_cohnii|NCBI:KF540226.1	L.561	L.561.0	L.561.0.0	L.561.0.0.0	L.561.0.0.0.0
rgi-card@@@ARO:3001578|ID:3485|Name:OXA-392|NCBI:AY139600.1	L.2064	L.2064.0	L.2064.0.1	L.2064.0.1.0	L.2064.0.1.0.0
rgi-card@@@ARO:3004674|ID:3373|Name:FosD|NCBI:AB304512.1	L.3302	L.3302.0	L.3302.0.0	L.3302.0.0.0	L.3302.0.0.0.0
rgi-card@@@ARO:3004678|ID:3377|Name:rmtE|NCBI:GU201947.1	L.2154	L.2154.0	L.2154.0.0	L.2154.0.0.0	L.2154.0.0.0.0
rgi-card@@@ARO:3004686|ID:3385|Name:MCR-1.7|NCBI:KY488488.1	L.522	L.522.0	L.522.0.0	L.522.0.0.0	L.522.0.0.0.0
rgi-card@@@ARO:3004689|ID:3388|Name:MCR-1.12|NCBI:LC337668.1	L.522	L.522.0	L.522.0.0	L.522.0.0.0	L.522.0.0.0.0
rgi-card@@@ARO:3004694|ID:3392|Name:MCR-4.2|NCBI:MG822663.1	L.524	L.524.0	L.524.0.0	L.524.0.0.0	L.524.0.0.0.0
rgi-card@@@ARO:3001749|ID:3457|Name:OXA-294|NCBI:APPC01000015.1	L.2053	L.2053.0	L.2053.0.1	L.2053.0.1.0	L.2053.0.1.0.0
rgi-card@@@ARO:3004730|ID:3484|Name:tva(A)|NCBI:LT970863.1	L.595	L.595.0	L.595.0.0	L.595.0.0.0	L.595.0.0.0.0
rgi-card@@@ARO:3001586|ID:3486|Name:OXA-400|NCBI:KJ780078.1	L.1971	L.1971.0	L.1971.0.3	L.1971.0.3.0	L.1971.0.3.0.4
rgi-card@@@ARO:3003599|ID:3513|Name:OXA-443|NCBI:CM009147.1	L.2123	L.2123.0	L.2123.0.1	L.2123.0.1.0	L.2123.0.1.0.0
rgi-card@@@ARO:3003639|ID:3543|Name:OXA-482|NCBI:KP264124.1	L.1802	L.1802.0	L.1802.0.0	L.1802.0.0.0	L.1802.0.0.0.0
rgi-card@@@ARO:3004790|ID:3587|Name:FONA-3|NCBI:AJ251241.1	L.1763	L.1763.0	L.1763.0.0	L.1763.0.0.0	L.1763.0.0.0.2
rgi-card@@@ARO:3004798|ID:3593|Name:FRI-2|NCBI:KX620467.1	L.1791	L.1791.1	L.1791.1.0	L.1791.1.0.0	L.1791.1.0.0.0
rgi-card@@@ARO:3004846|ID:3642|Name:LEN-43|NCBI:MK161460.1	L.1636	L.1636.0	L.1636.0.2	L.1636.0.2.1	L.1636.0.2.1.2
rgi-card@@@ARO:3004870|ID:3668|Name:NDM-27|NCBI:MK105832.1	L.2103	L.2103.0	L.2103.0.0	L.2103.0.0.0	L.2103.0.0.0.5
rgi-card@@@ARO:3003870|ID:2355|Name:ADC-31|NCBI:CP001921.1	L.1058	L.1058.0	L.1058.0.5	L.1058.0.5.0	L.1058.0.5.0.2
rgi-card@@@ARO:3003871|ID:2356|Name:ADC-39|NCBI:EU652244.1	L.1058	L.1058.0	L.1058.0.0	L.1058.0.0.0	L.1058.0.0.0.0
rgi-card@@@ARO:3004679|ID:3378|Name:rmtE2|NCBI:KT428293.1	L.2154	L.2154.0	L.2154.0.0	L.2154.0.0.0	L.2154.0.0.0.0
rgi-card@@@ARO:3004687|ID:3386|Name:MCR-1.8|NCBI:KY683842.1	L.522	L.522.0	L.522.0.0	L.522.0.0.0	L.522.0.0.0.0
rgi-card@@@ARO:3004690|ID:3389|Name:MCR-1.13|NCBI:MG384739.1	L.522	L.522.0	L.522.0.0	L.522.0.0.0	L.522.0.0.0.0
rgi-card@@@ARO:3004695|ID:3393|Name:MCR-4.3|NCBI:MG026621.1	L.524	L.524.0	L.524.0.0	L.524.0.0.0	L.524.0.0.0.0
rgi-card@@@ARO:3001588|ID:3405|Name:OXA-402|NCBI:KJ780077.1	L.1971	L.1971.0	L.1971.0.9	L.1971.0.9.0	L.1971.0.9.0.0
rgi-card@@@ARO:3001717|ID:3428|Name:OXA-261|NCBI:APQV01000009.1	L.1971	L.1971.0	L.1971.0.1	L.1971.0.1.1	L.1971.0.1.1.2
rgi-card@@@ARO:3001750|ID:3458|Name:OXA-295|NCBI:APRW01000016.1	L.2053	L.2053.0	L.2053.0.0	L.2053.0.0.0	L.2053.0.0.0.0
rgi-card@@@ARO:3001587|ID:3487|Name:OXA-401|NCBI:KJ780076.1	L.1971	L.1971.0	L.1971.0.2	L.1971.0.2.0	L.1971.0.2.0.1
rgi-card@@@ARO:3006331|ID:4227|Name:ADC-157|NCBI:NG_055287.1	L.1058	L.1058.0	L.1058.0.0	L.1058.0.0.5	L.1058.0.0.5.0
rgi-card@@@ARO:3004720|ID:3402|Name:tet(X4)|NCBI:MK134376.1	L.1041	L.1041.1	L.1041.1.2	L.1041.1.2.0	L.1041.1.2.0.0
rgi-card@@@ARO:3003600|ID:3514|Name:OXA-444|NCBI:LC030179.1	L.2194	L.2194.0	L.2194.0.0	L.2194.0.0.0	L.2194.0.0.0.0
